Id,SalePrice
1884,208137.9156
1885,246803.5971
1886,301762.34
1887,208985.3086
1888,289932.9395
1889,164871.1553
1890,127848.5432
1891,134609.4273
1892,104202.4819
1893,131990.933
1894,126608.803
1895,139099.7934
1896,127914.9039
1897,117662.9819
1898,111931.9908
1899,167084.2436
1900,143269.3657
1901,166426.6672
1902,144460.9742
1903,210999.4086
1904,143627.8992
1905,190897.7152
1906,141672.6587
1907,198336.0602
1908,108080.9767
1909,134169.789
1910,121201.5664
1911,205255.1029
1912,328036.9301
1913,141647.6269
1914,51671.8834
1915,327691.1195
1916,65746.1347
1917,261463.897
1918,141830.3457
1919,169361.7938
1920,142680.781
1921,440341.1976
1922,323048.5385
1923,211690.4247
1924,221051.2385
1925,200112.5057
1926,419871.4324
1927,136421.0677
1928,149954.5978
1929,126552.0929
1930,135581.814
1931,142344.7354
1932,137355.4144
1933,185467.6606
1934,176972.615
1935,168801.8359
1936,182297.7989
1937,179817.5052
1938,169819.8769
1939,239458.3052
1940,184221.0652
1941,171811.7866
1942,182966.8348
1943,204082.1874
1944,355863.3789
1945,395138.0287
1946,142996.003
1947,298441.3102
1948,173544.7328
1949,245298.7953
1950,180868.5374
1951,257468.1835
1952,220867.042
1953,166305.6798
1954,185591.4559
1955,133438.307
1956,319249.4916
1957,151646.6756
1958,315003.0841
1959,139852.4893
1960,113246.8643
1961,121314.3318
1962,94422.1952
1963,102541.1951
1964,106490.5824
1965,144140.7406
1966,138969.0561
1967,277062.2708
1968,452595.7312
1969,407083.9571
1970,440910.2101
1971,447672.9642
1972,378955.8449
1973,262753.0214
1974,327556.2586
1975,492283.0558
1976,270216.2579
1977,377884.9981
1978,368386.7936
1979,334730.7184
1980,199990.028
1981,356609.1492
1982,218500.7306
1983,203504.6157
1984,167446.9897
1985,222476.1948
1986,220860.5371
1987,177607.0674
1988,175631.9753
1989,196583.0957
1990,216194.9923
1991,219137.3863
1992,212343.2006
1993,174257.3863
1994,233002.5315
1995,185463.6411
1996,255701.9201
1997,312394.0021
1998,343381.6016
1999,264946.7107
2000,308845.0105
2001,267057.2765
2002,244800.3877
2003,265270.9913
2004,267025.6945
2005,223941.9675
2006,218650.0835
2007,250186.6619
2008,209506.2675
2009,189308.5998
2010,195443.9391
2011,140967.5909
2012,176551.5717
2013,179541.3586
2014,183699.5127
2015,205576.0027
2016,189493.4533
2017,198950.6461
2018,126196.8299
2019,135061.5574
2020,108354.8797
2021,104832.4521
2022,174663.2329
2023,140698.4838
2024,256282.1884
2025,357315.0494
2026,174842.6593
2027,150702.4082
2028,154566.9587
2029,158348.6829
2030,262814.8952
2031,225489.0591
2032,245204.9753
2033,257521.6369
2034,166553.8838
2035,206417.81
2036,188753.6901
2037,193652.1511
2038,288522.572
2039,219576.2839
2040,267914.9933
2041,296756.8235
2042,198008.2835
2043,170990.7584
2044,163428.2204
2045,207787.8295
2046,137577.3079
2047,141738.1279
2048,139076.0544
2049,134867.2546
2050,182548.4787
2051,107532.5642
2052,124562.8138
2053,148857.0795
2054,78899.4255
2055,152212.0161
2056,146383.8103
2057,117804.1736
2058,223501.4656
2059,132531.4339
2060,170817.9841
2061,171865.6757
2062,132154.8519
2063,113253.6446
2064,138553.2044
2065,120446.0041
2066,166506.6586
2067,109162.7313
2068,135720.5719
2069,80984.7427
2070,106829.2352
2071,95187.9731
2072,130651.4174
2073,138218.8235
2074,185750.3469
2075,146401.4767
2076,118078.4184
2077,152414.8626
2078,127860.4465
2079,131074.1142
2080,116126.9224
2081,126129.7622
2082,122908.6294
2083,141178.1433
2084,109277.8769
2085,118290.5296
2086,114445.4225
2087,120334.63
2088,98248.0257
2089,75553.051
2090,132329.9032
2091,114777.2905
2092,124424.9908
2093,120085.2001
2094,115236.326
2095,147662.8306
2096,77291.1981
2097,98042.8452
2098,139912.3533
2099,56083.6914
2100,80812.943
2101,114502.5759
2102,127223.8032
2103,102712.8597
2104,133166.0755
2105,125911.7962
2106,66413.1942
2107,197522.228
2108,110887.5928
2109,106502.255
2110,134826.5953
2111,136806.9635
2112,139895.4525
2113,122207.4074
2114,110162.507
2115,159687.948
2116,114115.647
2117,152604.1574
2118,119887.7267
2119,107843.738
2120,111830.2704
2121,95135.6595
2122,99185.2324
2123,89750.6155
2124,160920.2906
2125,125638.1706
2126,146865.4809
2127,152291.7831
2128,127908.7752
2129,96593.3199
2130,132757.597
2131,144481.2557
2132,113985.945
2133,122063.4814
2134,122896.669
2135,96033.5073
2136,70702.2772
2137,111740.2984
2138,134540.9122
2139,146936.6676
2140,139986.6182
2141,142364.1225
2142,128627.3762
2143,144903.9243
2144,120225.9818
2145,138613.3455
2146,160800.808
2147,134755.6036
2148,133894.681
2149,145263.2004
2150,216737.6141
2151,108501.6864
2152,172518.08
2153,163029.5261
2154,106157.4461
2155,136051.0893
2156,267918.9854
2157,235279.0286
2158,242676.1932
2159,208098.2052
2160,174861.7498
2161,239870.8433
2162,422594.9825
2163,358015.5511
2164,243791.229
2165,190388.2848
2166,147204.9419
2167,219926.893
2168,195417.66
2169,199463.4376
2170,220733.1709
2171,148592.0202
2172,129776.376
2173,160527.0886
2174,231309.3236
2175,300456.5988
2176,338066.2683
2177,245265.3228
2178,208391.1488
2179,140169.8984
2180,211762.8314
2181,188414.2868
2182,219737.977
2183,195904.4593
2184,121883.0046
2185,117229.1765
2186,141662.2808
2187,152599.0473
2188,154088.8547
2189,211121.5083
2190,82003.4146
2191,81854.1854
2192,88403.0111
2193,110309.629
2194,106380.988
2195,112923.9255
2196,102429.3164
2197,119858.383
2198,155599.95
2199,171663.0413
2200,143454.2743
2201,144221.1691
2202,206114.0553
2203,140547.9599
2204,189212.0204
2205,115043.0507
2206,137742.8189
2207,203993.3216
2208,255814.4054
2209,214373.6894
2210,118041.7861
2211,115449.4742
2212,116264.6706
2213,108001.2068
2214,126348.4875
2215,106853.9692
2216,143749.4726
2217,64062.4647
2218,75744.293
2219,69629.2846
2220,59251.6166
2221,330071.179
2222,280503.1851
2223,307818.33
2224,211745.311
2225,117728.3012
2226,186799.9703
2227,202484.181
2228,265619.2717
2229,253072.3724
2230,147410.0383
2231,213489.8218
2232,173737.5534
2233,183502.6562
2234,237824.3553
2235,215817.1929
2236,273216.8792
2237,353011.015
2238,200428.9159
2239,109733.7956
2240,154540.2991
2241,154552.6389
2242,129663.6781
2243,126864.4926
2244,99801.9776
2245,94404.1536
2246,145018.8931
2247,106146.55
2248,124067.5863
2249,123715.0406
2250,133020.4213
2251,109419.824
2252,170602.1841
2253,151216.6906
2254,174460.2511
2255,183250.3479
2256,182469.7222
2257,204120.5135
2258,165925.2925
2259,173796.052
2260,155260.1545
2261,179737.5975
2262,208212.8589
2263,373931.1404
2264,435179.9834
2265,170318.0326
2266,288787.3796
2267,392669.4003
2268,415659.0127
2269,141586.8008
2270,194408.0125
2271,226510.7435
2272,202235.0094
2273,166313.6862
2274,176461.4648
2275,163977.9093
2276,192387.8579
2277,179038.2316
2278,146079.1804
2279,131812.6295
2280,118320.8082
2281,169137.7592
2282,192668.0856
2283,102341.561
2284,114076.5972
2285,140981.1063
2286,123515.273
2287,359819.2046
2288,270045.5557
2289,402916.411
2290,462256.5159
2291,323049.6974
2292,445446.8373
2293,482960.8498
2294,409908.4264
2295,448544.0503
2296,275187.8819
2297,315352.0694
2298,332018.818
2299,370021.0703
2300,337803.276
2301,284996.346
2302,247239.8326
2303,231444.47
2304,239390.4393
2305,187996.0495
2306,187355.7638
2307,188301.0595
2308,223334.2426
2309,270271.4056
2310,207109.2879
2311,199295.1453
2312,178849.4474
2313,175132.1908
2314,169049.9902
2315,176326.1235
2316,186523.6163
2317,180431.0755
2318,176035.1727
2319,179009.8005
2320,185812.1565
2321,241931.4928
2322,176507.7149
2323,185782.2408
2324,177631.5765
2325,208800.8285
2326,173734.5826
2327,209023.3315
2328,231309.1016
2329,184467.25
2330,175176.03
2331,356729.7239
2332,384808.4366
2333,326722.7158
2334,254261.362
2335,271810.6622
2336,329160.214
2337,198560.6209
2338,270772.7043
2339,204190.5202
2340,414950.9574
2341,216269.1258
2342,223718.1103
2343,224939.968
2344,215480.0443
2345,230011.9566
2346,211576.1055
2347,199208.2418
2348,235062.3589
2349,176716.1453
2350,291988.4124
2351,256730.5271
2352,252187.0559
2353,250936.3043
2354,130041.2432
2355,144987.4538
2356,155567.5763
2357,193510.3674
2358,196289.5121
2359,132252.1403
2360,115348.5077
2361,142418.7387
2362,271550.4106
2363,137897.169
2364,160749.2493
2365,215035.1917
2366,185338.5144
2367,210983.0168
2368,216504.2087
2369,212684.3403
2370,161529.9775
2371,162290.4657
2372,189201.7201
2373,270621.0528
2374,307118.2901
2375,252691.5004
2376,301463.3062
2377,378011.0991
2378,141521.09
2379,190120.8337
2380,142824.2359
2381,165804.5204
2382,204505.8876
2383,199756.8435
2384,246179.7086
2385,155960.4682
2386,134457.1322
2387,138331.1263
2388,100454.0209
2389,129102.8013
2390,146826.1834
2391,142856.5659
2392,114962.0958
2393,164881.173
2394,143076.1566
2395,206701.3282
2396,145587.4558
2397,220225.9706
2398,135153.8493
2399,56248.5079
2400,56727.6434
2401,110773.5821
2402,136737.7523
2403,133802.1814
2404,150841.1909
2405,155976.0733
2406,140666.3711
2407,122559.7529
2408,143150.9441
2409,127079.8945
2410,164896.3692
2411,118422.1387
2412,153826.0946
2413,130095.207
2414,150160.4404
2415,127661.9631
2416,123794.3628
2417,134194.3435
2418,129786.0754
2419,118016.9415
2420,126812.9761
2421,144501.4898
2422,113412.2897
2423,121570.6085
2424,156694.2199
2425,203297.1479
2426,127270.5609
2427,135303.2244
2428,173985.3094
2429,112392.6884
2430,130092.2288
2431,108282.9889
2432,145922.1212
2433,148079.2629
2434,133393.6807
2435,151456.5528
2436,109891.0633
2437,109033.0194
2438,125616.2798
2439,112212.6437
2440,119695.5096
2441,93347.1031
2442,100493.8287
2443,122538.3331
2444,127521.3636
2445,77097.0231
2446,125230.3335
2447,180326.9013
2448,134495.7756
2449,105710.4018
2450,146907.4022
2451,128529.5815
2452,193782.467
2453,88700.173
2454,122463.2294
2455,113464.3673
2456,123169.1261
2457,126168.5238
2458,118689.1787
2459,111147.2939
2460,132995.306
2461,118792.1331
2462,131846.6436
2463,122191.4335
2464,175472.5665
2465,134642.475
2466,113999.136
2467,137729.5849
2468,77775.8766
2469,77778.8972
2470,184040.6965
2471,210358.6318
2472,161680.7785
2473,113920.1984
2474,74109.0333
2475,225641.297
2476,113688.1195
2477,130295.6752
2478,153400.1377
2479,101214.1388
2480,149203.8092
2481,122058.4791
2482,128976.7969
2483,115399.8826
2484,121928.4246
2485,127587.93
2486,152992.5408
2487,182734.4606
2488,160424.0084
2489,155699.7272
2490,150353.7271
2491,88059.8006
2492,186003.2822
2493,154961.6858
2494,151158.2346
2495,94004.6436
2496,243716.8343
2497,153439.7196
2498,109399.7891
2499,94531.8395
2500,132254.0791
2501,130571.6329
2502,144221.1703
2503,90391.054
2504,172771.6503
2505,222959.9259
2506,256005.7208
2507,285983.6683
2508,255594.9529
2509,219109.1911
2510,223834.9203
2511,180076.9959
2512,206787.7642
2513,218721.6195
2514,269581.9077
2515,150051.9105
2516,164342.2158
2517,139778.7696
2518,150029.3567
2519,230191.0548
2520,208779.5677
2521,191263.5438
2522,222022.7767
2523,124445.5343
2524,133806.1857
2525,142917.6262
2526,135047.06
2527,116553.1944
2528,130480.2302
2529,137702.4662
2530,121539.499
2531,262445.0972
2532,228997.6597
2533,196697.2672
2534,233638.3839
2535,313372.2887
2536,243971.5586
2537,231527.1053
2538,185093.3241
2539,186370.5047
2540,177070.942
2541,183199.2895
2542,162603.0638
2543,128162.6292
2544,121061.3343
2545,136560.8882
2546,129836.9743
2547,137065.7513
2548,151850.3391
2549,156063.0515
2550,289870.5144
2551,141528.1693
2552,124675.4083
2553,73554.203
2554,98635.4452
2555,122773.7142
2556,98952.4647
2557,105134.8953
2558,147898.8827
2559,132661.9456
2560,146590.9406
2561,137146.4461
2562,130830.7475
2563,149358.9549
2564,197674.743
2565,144419.053
2566,161300.4855
2567,132490.0404
2568,194767.4612
2569,205424.3099
2570,116721.7969
2571,181143.8169
2572,148500.5115
2573,221593.5248
2574,276901.0475
2575,133511.5742
2576,123885.5935
2577,152995.431
2578,86067.8602
2579,62351.2935
2580,108730.1369
2581,99889.3985
2582,109384.6148
2583,283302.9132
2584,164650.314
2585,189284.3569
2586,228542.1943
2587,198246.8709
2588,139030.2972
2589,146557.5571
2590,210778.4139
2591,207894.7855
2592,207533.823
2593,248623.0306
2594,177326.9243
2595,195105.2995
2596,315195.6004
2597,181410.1942
2598,277068.9399
2599,317746.6994
2600,154067.3628
2601,148654.1041
2602,78860.5409
2603,93664.8218
2604,85254.1641
2605,73886.488
2606,149675.6316
2607,188633.5165
2608,206029.232
2609,164642.4832
2610,113591.1646
2611,122406.1698
2612,152286.3998
2613,133311.6398
2614,126918.9852
2615,151893.1513
2616,146008.2142
2617,175549.929
2618,196856.5904
2619,197625.5729
2620,179401.2849
2621,177696.2061
2622,180969.4728
2623,246290.3919
2624,299695.2468
2625,299203.493
2626,168090.3969
2627,160760.9111
2628,486261.1397
2629,480474.6268
2630,360903.4098
2631,480057.4973
2632,435638.0126
2633,302837.4535
2634,427815.7451
2635,159254.467
2636,180780.8026
2637,177105.2221
2638,259201.9867
2639,184542.2413
2640,150452.9728
2641,104397.6357
2642,190536.769
2643,101228.7418
2644,128461.4387
2645,102248.3804
2646,94684.186
2647,102352.1043
2648,145322.5623
2649,145609.227
2650,134566.599
2651,142138.4585
2652,419512.535
2653,250490.1282
2654,243945.1523
2655,405684.0483
2656,314795.4256
2657,349709.3983
2658,296329.1072
2659,302902.2473
2660,350738.1814
2661,347758.3433
2662,365482.6965
2663,291528.6266
2664,257755.0
2665,316636.617
2666,281393.7591
2667,168267.5433
2668,182239.9918
2669,174665.4759
2670,279169.6613
2671,184200.7409
2672,190048.9543
2673,204742.7217
2674,199767.5067
2675,169002.3899
2676,192234.7386
2677,191314.9734
2678,259105.2198
2679,267910.0796
2680,278282.5389
2681,410162.4043
2682,330650.9681
2683,511146.4723
2684,308637.6464
2685,337215.9302
2686,252625.1002
2687,333739.8965
2688,209314.6175
2689,203499.1031
2690,440505.2525
2691,184208.4854
2692,133443.1138
2693,197908.6642
2694,134997.6981
2695,192814.6076
2696,184873.357
2697,181629.1581
2698,186882.051
2699,177410.2306
2700,163094.0939
2701,152976.6127
2702,111852.2699
2703,124971.3818
2704,141933.0696
2705,119885.4637
2706,115798.3157
2707,125228.0046
2708,131575.8309
2709,106805.4492
2710,124768.0535
2711,284646.5598
2712,378943.499
2713,172519.3767
2714,149169.4167
2715,168224.9214
2716,141477.682
2717,175661.1289
2718,222819.1785
2719,154711.4492
2720,167788.0317
2721,135766.9464
2722,158406.4695
2723,142825.3536
2724,131434.187
2725,132949.3415
2726,147007.9264
2727,181881.6476
2728,167392.4108
2729,144553.7643
2730,140832.8628
2731,123415.3043
2732,130902.271
2733,156126.6267
2734,149609.2904
2735,135520.7274
2736,146915.1998
2737,122191.3753
2738,131216.877
2739,163069.4092
2740,134054.9032
2741,146097.8122
2742,152263.907
2743,147847.1473
2744,158317.7753
2745,140427.4529
2746,139333.2775
2747,145752.4168
2748,125420.1942
2749,131966.9339
2750,132539.0536
2751,138073.5322
2752,201546.0325
2753,149688.4464
2754,211288.4529
2755,129037.5264
2756,95068.3711
2757,67596.0196
2758,81323.3634
2759,151692.6574
2760,115965.0893
2761,145715.7564
2762,145017.6077
2763,183840.6197
2764,150972.6917
2765,287519.1518
2766,125904.4891
2767,82710.684
2768,127596.4159
2769,132210.5241
2770,140927.9041
2771,112958.8744
2772,114020.0787
2773,158707.7866
2774,130763.0221
2775,111692.5337
2776,135609.4843
2777,144850.2737
2778,94822.1385
2779,114348.7546
2780,94790.4713
2781,94580.9466
2782,92288.9635
2783,94914.8881
2784,120861.1227
2785,133002.5281
2786,66436.7995
2787,119713.3811
2788,72838.3353
2789,171666.7897
2790,90081.2658
2791,113335.9831
2792,54621.291
2793,151091.0889
2794,92040.9917
2795,119820.0431
2796,97292.1276
2797,188224.8934
2798,102753.5809
2799,115691.2758
2800,67737.0534
2801,108821.1542
2802,130865.9108
2803,155498.8552
2804,134496.1458
2805,99712.8196
2806,83516.5384
2807,156394.2767
2808,147415.3104
2809,133622.2498
2810,128733.8712
2811,155453.9152
2812,152468.1256
2813,148181.8001
2814,147128.5315
2815,100150.6597
2816,234176.2649
2817,151346.4663
2818,129518.2496
2819,170755.9454
2820,139283.7404
2821,110571.3715
2822,195324.4787
2823,311578.1589
2824,181883.5645
2825,150746.5515
2826,130637.9331
2827,133658.7068
2828,219711.8556
2829,204645.297
2830,226059.8301
2831,178338.5251
2832,264372.2063
2833,283391.1094
2834,213767.9851
2835,219232.9325
2836,194801.7418
2837,147646.8661
2838,147263.7924
2839,179056.5281
2840,196953.7652
2841,205709.6491
2842,234290.7324
2843,145492.6227
2844,156413.0418
2845,120107.3356
2846,211760.2608
2847,192020.9708
2848,210143.3318
2849,201793.6727
2850,283097.0265
2851,225067.8097
2852,234987.3839
2853,247511.5151
2854,140011.9205
2855,202216.7379
2856,202518.4536
2857,188741.0473
2858,198596.3004
2859,126041.1076
2860,127588.69
2861,126474.978
2862,197317.8414
2863,126229.8634
2864,245823.3261
2865,140687.939
2866,136763.0697
2867,90159.2138
2868,101560.8493
2869,111088.4397
2870,126713.3222
2871,85132.3446
2872,49773.6751
2873,108000.1895
2874,134071.513
2875,117610.5046
2876,165551.9797
2877,140756.6334
2878,166389.1649
2879,138853.6199
2880,98064.4359
2881,153645.8748
2882,174620.2571
2883,194226.422
2884,197358.5933
2885,188639.5548
2886,225722.6274
2887,96937.2964
2888,132996.3962
2889,56487.0042
2890,76092.2194
2891,135837.1936
2892,51599.879
2893,73215.505
2894,48362.3368
2895,315505.6343
2896,289199.7622
2897,200576.0788
2898,140619.7464
2899,205539.4634
2900,156694.7154
2901,202926.8047
2902,186735.2851
2903,349285.3565
2904,369927.0617
2905,92270.7753
2906,197380.2802
2907,113273.0067
2908,131415.9834
2909,141537.4808
2910,79742.9507
2911,76917.6619
2912,145652.1477
2913,79755.8287
2914,76134.5252
2915,81103.2564
2916,78952.4151
2917,168609.0905
2918,118105.9561
2919,221018.9548
